path,split,class_name,class_id,group,xml_path
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_108.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_108.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_109.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_109.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_11.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_11.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_110.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_110.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_111.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_111.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_112.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_112.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_113.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_113.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_114.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_114.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_115.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_115.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_116.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_116.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_117.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_117.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_118.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_118.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_119.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_119.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_12.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_12.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_120.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_120.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_121.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_121.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_122.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_122.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_123.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_123.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_124.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_124.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_125.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_125.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_126.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_126.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_127.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_127.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_128.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_128.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_129.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_129.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_13.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_13.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_130.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_130.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_131.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_131.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_132.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_132.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_133.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_133.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_134.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_134.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_135.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_135.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_136.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_136.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_137.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_137.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_138.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_138.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_139.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_139.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_14.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_14.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_140.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_140.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_141.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_141.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_142.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_142.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_143.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_143.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_144.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_144.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_145.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_145.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_146.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_146.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_147.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_147.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_148.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_148.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_149.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_149.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_15.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_15.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_150.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_150.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_151.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_151.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_152.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_152.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_153.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_153.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_154.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_154.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_155.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_155.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_156.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_156.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_157.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_157.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_158.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_158.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_159.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_159.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_16.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_16.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_160.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_160.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_161.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_161.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_162.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_162.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_163.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_163.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_164.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_164.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_165.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_165.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_166.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_166.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_167.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_167.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_168.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_168.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_169.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_169.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_17.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_17.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_170.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_170.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_171.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_171.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_172.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_172.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_173.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_173.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_174.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_174.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_175.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_175.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_176.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_176.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_177.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_177.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_178.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_178.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_179.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_179.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_18.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_18.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_180.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_180.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_181.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_181.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_182.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_182.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_183.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_183.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_184.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_184.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_185.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_185.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_186.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_186.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_187.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_187.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_188.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_188.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_189.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_189.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_19.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_19.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_190.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_190.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_191.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_191.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_192.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_192.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_193.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_193.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_194.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_194.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_195.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_195.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_196.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_196.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_197.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_197.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_198.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_198.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_199.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_199.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_2.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_2.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_20.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_20.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_200.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_200.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_201.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_201.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_202.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_202.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_203.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_203.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_204.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_204.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_205.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_205.xml
/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/images/crazing/crazing_206.jpg,train,crazing,0,G2,/Users/ananyakulkarni/Desktop/q hybrid traditional gans/NEU-DET/train/annotations/crazing_206.xml
